onet_code,Title,OCC_CODE,L0,w1999,w2003,w2007,one_to_one_all,dW_robot,proj_robot,dW_software,proj_software,dW_clone,proj_clone,dW_llm,proj_llm,dlnw_full,dlnw_early,dlnw_late
19-2043.00,Hydrologists,19-2043,4.440870549848095e-05,25.530000000000005,27.430000000000003,32.760000000000005,True,-0.04009949419610775,-9.766918102017177e-05,-0.5726699552817966,-0.001983561147103099,-0.762686888784937,-0.003595710496536908,-0.9186083878735913,-0.004082242672512627,0.24935402773147608,0.07178307369611936,0.17757095403535672
19-3011.00,Economists,19-3011,9.339363464049187e-05,27.92,33.78000000000001,38.57,True,-0.021645565352433203,-0.000107104140095735,-0.1952758221855063,-0.000828661206270771,-1.3121944356432742,-0.007467495620790663,-0.9308851199175553,-0.004467110321906403,0.32313149432596466,0.19052563348548235,0.13260586084048231
19-3011.01,Environmental Economists,19-3011,9.339363464049187e-05,27.92,33.78000000000001,38.57,True,-0.05721496664186181,-0.0001131619990636636,-0.7682272959056097,-0.0015346491350503879,-2.1155153233218225,-0.002993075315538337,-1.8792933187949732,-0.002836656543747844,0.32313149432596466,0.19052563348548235,0.13260586084048231
19-3022.00,Survey Researchers,19-3022,0.00014173402524116053,8.360000000000001,11.830000000000002,17.7,True,-0.019171450439921047,-8.744682620881288e-05,-0.16345869095790827,-0.0008468816673716473,-1.0497035574024338,-0.007117272031442332,-0.6821867787834934,-0.00383536771062266,0.750106212483173,0.3471802508936852,0.4029259615894878
19-3032.00,Industrial-Organizational Psychologists,19-3032,1.1472786035892032e-05,33.59,30.98000000000001,38.85,True,-0.0130655458699404,-8.24031777561949e-05,-0.12730200135960096,-0.0009678928588417072,-0.6673135379021662,-0.004463097360996682,-0.4387500792072706,-0.0029348814994366083,0.1454796731894552,-0.08088656863547827,0.22636624182493348
19-3033.00,Clinical and Counseling Psychologists,19-3033,0.0005959403353250433,22.75,25.10000000000002,29.910000000000014,False,-0.008149801318695405,-7.350648016934478e-05,-0.06183242731675013,-0.0004855211507534671,-0.5202865202455753,-0.0043367337472138634,-0.3526926495939284,-0.0026695377394102757,0.2736277272448979,0.09830270074077951,0.1753250265041184
19-3034.00,School Psychologists,19-3034,0.0005959403353250433,22.75,25.10000000000002,29.910000000000014,False,-0.005369833173451591,-6.427344684695202e-05,-0.03517494737009252,-0.00034946004387219527,-0.560622511159382,-0.006059421383322219,-0.27405697179628635,-0.0027219594480080655,0.2736277272448979,0.09830270074077951,0.1753250265041184
19-3041.00,Sociologists,19-3041,8.507908745717685e-06,20.78,26.16,29.39,True,-0.016834510525579972,-7.118297685682426e-05,-0.11656928024063841,-0.00048719956956970803,-1.5769377504076376,-0.006720637444407577,-0.839004833911735,-0.0033967694074627385,0.3466634947597447,0.23024054091791646,0.11642295384182821
19-3051.00,Urban and Regional Planners,19-3051,0.0001851759229276281,21.41,24.73,27.87,True,-0.03884170716717781,-0.00013966574197797664,-0.4797960131031967,-0.0019420988703063105,-1.213157182160713,-0.0037081769776865264,-1.2552717657455512,-0.00421888626880525,0.2636927388922654,0.14415897893173346,0.11953375996053195
19-3091.00,Anthropologists and Archeologists,19-3091,2.0754141031220415e-05,16.89,19.540000000000003,25.520000000000003,True,-0.013335961031679576,-8.676959789586558e-05,-0.10718215147427781,-0.0007263577710494071,-0.9019820519170915,-0.007295657393481074,-0.5153100511925365,-0.003710419387360601,0.4127407276568804,0.145741915794928,0.2669988118619524
19-3092.00,Geographers,19-3092,4.640677497664193e-06,19.98,27.330000000000005,31.58,True,-0.018391939589233203,-3.9895239967664714e-05,-0.13141391920236148,-0.000487745031390558,-0.7612091586496984,-0.00519747095872912,-0.4556104733976525,-0.0026389879149439064,0.4577922356070885,0.31325322671956934,0.14453900888751914
19-3093.00,Historians,19-3093,9.732531974267959e-06,18.35000000000001,20.14,24.42,True,-0.00475948427621542,-7.342628739894869e-05,-0.03757789845601771,-0.00040870063617799707,-0.2995460680836469,-0.003399400932874287,-0.2287524836141304,-0.0024215467223901947,0.2857728941819788,0.09307831278983647,0.19269458139214235
19-3094.00,Political Scientists,19-3094,2.7586249569448254e-05,35.709999999999994,39.120000000000005,44.03000000000001,True,-0.025251399203132414,-0.00019296285826756897,-0.16871194828143504,-0.0011704677839062053,-2.1537409791567366,-0.016147334441987505,-1.0567067483159989,-0.007143448271334135,0.20944045816130563,0.09120308356025975,0.11823737460104589
19-4012.00,Agricultural Technicians,19-4012,9.700305047200847e-05,12.749999999999996,13.81,16.170000000000005,False,-0.02573247724723022,0.00029286099262436263,-0.2664006220283663,-0.004280650303307074,-0.0750694862638011,-0.001660727942805776,-0.16591047775537165,-0.0034648891558395406,0.23762640198458085,0.07986169581676572,0.15776470616781513
19-4012.01,Precision Agriculture Technicians,19-4012,9.700305047200847e-05,12.749999999999996,13.81,16.170000000000005,False,-0.03312399338274689,2.8608016769622394e-05,-0.3591169723423075,-0.0025297735107597053,-0.0959180068659998,-0.0008670691262220389,-0.2535163861224022,-0.0020457790587390806,0.23762640198458085,0.07986169581676572,0.15776470616781513
19-4013.00,Food Science Technicians,19-4013,9.700305047200847e-05,12.749999999999996,13.81,16.170000000000005,False,-0.03758448362295073,9.729428118725137e-06,-0.5004415224474915,-0.006310289962451516,-0.02667496351924188,-0.000352654271740208,-0.1055541241747586,-0.0012632930541961417,0.23762640198458085,0.07986169581676572,0.15776470616781513
19-4021.00,Biological Technicians,19-4021,0.0002551083546632621,14.659999999999998,15.689999999999989,18.18,True,-0.032194037562448076,-7.13250653304472e-05,-0.31914524379476944,-0.004683761793024086,-0.313296015736802,-0.006278432987632861,-0.3998047499712411,-0.007703914763016281,0.21519939229082752,0.06790087028643521,0.1472985220043923
19-4031.00,Chemical Technicians,19-4031,0.0005074451935987526,16.46,17.820000000000004,19.58,True,-0.03969105902539602,7.103586745240965e-05,-0.6491127998600678,-0.006266175961493214,-0.06219738176452495,-0.0007772460561752035,-0.20615738633726152,-0.0023775697461680028,0.17357544185344054,0.07938822679373958,0.09418721505970096
19-4042.00,"Environmental Science and Protection Technicians, Including Health",19-4042,0.0001691269132482061,15.629999999999995,16.969999999999988,18.93,True,-0.041159883133311544,-5.477502680398656e-05,-0.7495452373731996,-0.0034911381806340606,-0.2580390030916962,-0.0019421623296293155,-0.4586810100494069,-0.003270917247760685,0.19155582078784628,0.08225493481274926,0.10930088597509702
19-4051.02,Nuclear Monitoring Technicians,19-4051,1.701581749143537e-05,23.999999999999996,28.470000000000017,31.799999999999983,True,-0.047176711605697884,0.0007363603147680825,-0.4495029519707292,-0.005356726978257694,-0.012547945866770436,-0.00020201886241475936,-0.060039618153156636,-0.000810087292093184,0.28141245943818527,0.17079707094200147,0.1106153884961838
19-4071.00,Forest and Conservation Technicians,19-4071,0.00011047390598606147,13.2,12.93,16.120000000000005,True,-0.011208472829072086,-6.888145293896951e-05,-0.06390495808557423,-0.0007905570488747613,-0.057213528019825176,-0.0007101206687823283,-0.10832884210997623,-0.0013258550594113553,0.19984390748615732,-0.02066663680855907,0.2205105442947164
19-4092.00,Forensic Science Technicians,19-4092,3.4418358107676096e-05,17.4,20.180000000000003,22.92,True,-0.02651461453894224,7.894789009124992e-06,-0.2132826477194058,-0.0022666977966809823,-0.13601584512214948,-0.0017391127999980991,-0.2664138786398909,-0.0031604868559146912,0.2755396856260557,0.1482218087049798,0.12731787692107588
21-1011.00,Substance Abuse and Behavioral Disorder Counselors,21-1011,0.0003692561303349744,12.82,14.99,17.100000000000005,True,-0.004292182771428428,-6.431825573317269e-05,-0.03531195693476796,-0.00040439192333083197,-0.4032502629424164,-0.005229287282111402,-0.21204501863918573,-0.002527910944107383,0.28807201201609045,0.15637686062198242,0.13169515139410803
21-1012.00,"Educational, Guidance, and Career Counselors and Advisors",21-1012,0.001230617436984756,19.219999999999995,21.46,23.77,True,0.00018657736986755515,-1.2785113073181075e-05,-0.0018824055393257566,-3.454111421354684e-05,-0.021637501045790014,-0.00024823926120262814,-0.02086206908886788,-0.00023079656547924429,0.21247287782995627,0.11023933366040639,0.10223354416954988
21-1013.00,Marriage and Family Therapists,21-1013,0.00011943299171071873,16.14,17.710000000000004,20.960000000000008,True,-0.0035526800628377696,-3.772962126862121e-05,-0.023091051938516127,-0.00022093741489675556,-0.353763611756714,-0.0033474329925495903,-0.19346876475856636,-0.0017676212702925672,0.2613151966110392,0.09282878895293978,0.1684864076580994
21-1014.00,Mental Health Counselors,21-1014,0.0004054791963584088,12.8,15.050000000000004,17.309999999999995,True,-0.0034321257183298625,-4.382456246587186e-05,-0.02472892930776556,-0.0002850419343051802,-0.32154031408669664,-0.0036785908960013125,-0.19230253158350816,-0.0021469992396504693,0.3018391982625461,0.16193282026931355,0.13990637799323258
21-1015.00,Rehabilitation Counselors,21-1015,0.0006002587435520365,11.369999999999996,12.789999999999996,14.249999999999998,True,-0.006070486641421609,-8.950042107494904e-05,-0.05496039326832932,-0.0007096807958124505,-0.5223610704589652,-0.006671200556891897,-0.2997470111924619,-0.0036282734836062167,0.22577859895221497,0.11768530782830666,0.10809329112390831
21-1021.00,"Child, Family, and School Social Workers",21-1021,0.001692364848002343,14.419999999999998,16.25,18.57,True,-0.002334354802667561,-4.071057521356121e-05,-0.018684300123004097,-0.00022407091613471961,-0.23820271097850262,-0.0029660795245915303,-0.13803789695584007,-0.0015956168606318206,0.2529312435078115,0.11947677691894354,0.13345446658886795
21-1022.00,Healthcare Social Workers,21-1022,0.0006553667888367987,16.160000000000004,18.48,21.48,True,-0.004216411452293185,-4.904980601173878e-05,-0.027505495183657143,-0.00026705123546624527,-0.4311122995321347,-0.004133267510474379,-0.2358812884564732,-0.002198226949966469,0.28458321654771446,0.1341500131205886,0.15043320342712585
21-1023.00,Mental Health and Substance Abuse Social Workers,21-1023,0.00046877288111821767,14.079999999999998,15.88,17.62,True,-0.002589141223922734,-3.180151087201585e-05,-0.016426411614247304,-0.00015836816386383728,-0.258775763557917,-0.0025006020395706816,-0.1446727972448813,-0.001319095822836395,0.22427926977813728,0.12030510508909353,0.10397416468904375
21-1091.00,Health Education Specialists,21-1091,0.000268256940906644,15.489999999999998,17.999999999999996,20.629999999999995,False,-0.012581626021685017,-0.0001588935485223702,-0.08121115590399827,-0.0009999919424362974,-1.0241896426870578,-0.01115187092641049,-0.4485085240130772,-0.005017288438576912,0.2865516726543831,0.15017710346738733,0.13637456918699575
21-1092.00,Probation Officers and Correctional Treatment Specialists,21-1092,0.0005087342706814371,17.370000000000005,18.64,21.399999999999988,True,-0.0012531832340903985,-3.46014797029585e-05,-0.008646537730393304,-0.00011231775176767355,-0.026705942389806506,-0.00035286688056941526,-0.04083140559857055,-0.0004949852348647235,0.20864634177479147,0.07056522900443118,0.13808111277036028
21-1093.00,Social and Human Service Assistants,21-1093,0.0015631993243173563,10.3,11.47,12.8,True,-0.0010674739304693229,-3.857481158556304e-05,-0.010669126485342259,-0.00016329583275558507,-0.08299430314746298,-0.0011727518402367973,-0.07727043985495152,-0.0010572650631678559,0.21730127568998148,0.1075910359056893,0.10971023978429217
21-1094.00,Community Health Workers,21-1094,0.000268256940906644,15.489999999999998,17.999999999999996,18.56827946612897,False,-0.0031312222677830543,-4.014778391457837e-05,-0.017321367530594777,-0.00014594508543897753,-0.31412717860732653,-0.002744288601881429,-0.1484433284634493,-0.0012239154710395187,0.18126006538490724,0.15017710346738733,0.031082961917519913
21-2011.00,Clergy,21-2011,0.00016758002074898472,14.5,16.25,19.450000000000003,True,0.0005406555556565942,1.76568510140735e-06,0.0009788941300936005,1.1141825110283116e-05,0.0008496364003512402,1.1787242336804069e-05,-0.001023714606149978,-1.0771954081214788e-05,0.2936984206379267,0.1139442593492177,0.17975416128870902
21-2021.00,"Directors, Religious Activities and Education",21-2021,9.642296578480045e-05,12.77,13.45,17.0,True,-0.0007583749426944705,-2.199044114359697e-05,-0.007818791628105642,-0.00011586508928688595,-0.11266067456876681,-0.0015389420063610807,-0.06988667087170172,-0.000929587204669352,0.28611467401176816,0.0518804360034002,0.23423423800836796
23-1011.00,Lawyers,23-1011,0.0029922701781813906,42.80999999999998,43.97999999999999,51.02000000000001,True,-0.0040148252842951825,-4.503298018987912e-05,-0.030309075824951688,-0.00032695433301590957,-0.1760022560497217,-0.0019651218910031426,-0.1743573045203403,-0.0018904327556179936,0.17544599255681126,0.026963264969760647,0.1484827275870506
23-1012.00,Judicial Law Clerks,23-1012,0.00016796674387379006,12.940000000000008,15.27,18.06,False,-5.18139135717785e-05,-2.9099500730351446e-05,-0.0018827964720779765,-3.794093017595671e-05,-0.0046114194582469415,-7.113961165512868e-05,-0.009175802136600348,-0.00010202971491190898,0.33337625891608447,0.16556683015778617,0.1678094287582983
23-1021.00,"Administrative Law Judges, Adjudicators, and Hearing Officers",23-1021,0.00017563675251576282,21.230000000000004,31.809999999999995,35.66,True,-0.0068413488560400935,-8.543441119253417e-05,-0.06647973677123407,-0.0007343999008624673,-0.2730838699279229,-0.0029655536452671627,-0.2909868283487408,-0.0031058867308961066,0.5186143367198293,0.40436543004588765,0.11424890667394161
23-1022.00,"Arbitrators, Mediators, and Conciliators",23-1022,4.0348112688024785e-05,25.49,22.77,23.48,True,-0.0038835341904622078,-7.469749067144707e-05,-0.03649047925801021,-0.0005135999370776251,-0.11386140770906666,-0.0016400810103022162,-0.15379275777640433,-0.0021094194129903884,-0.08213722342812835,-0.112842338312376,0.030705114884247653
23-1023.00,"Judges, Magistrate Judges, and Magistrates",23-1023,0.00014921067232073063,32.71999999999999,46.31000000000002,51.55,True,-0.00019644861968761394,-6.362110324729022e-06,-0.0013945487245408004,-1.9230045445394796e-05,-0.016815707046320287,-0.00031769444060013915,-0.01375566862040651,-0.00022749779778674742,0.4545656987284228,0.3473714087581148,0.107194289970308
23-2011.00,Paralegals and Legal Assistants,23-2011,0.0013015166765324032,15.89762262114854,17.697332899067963,21.188308460351752,False,-0.0023892399246892575,-9.21608159379255e-05,-0.0214368204445816,-0.0004532480137273978,-0.1234701490511148,-0.0025339417768092563,-0.1226496791064962,-0.00246551608921654,0.28727996446905246,0.10724436719300989,0.18003559727604257
23-2093.00,"Title Examiners, Abstractors, and Searchers",23-2093,0.00024962977706185303,13.38,16.389999999999997,17.880000000000003,True,-0.008751475930568183,-8.99726979860329e-05,-0.022517822205497657,-0.00020226465772000784,-0.005170243257095619,-6.898946942382404e-05,-0.021288654509311156,-0.00019138947374849606,0.28992171504528574,0.20291033805565561,0.08701137698963013
25-1011.00,"Business Teachers, Postsecondary",25-1011,0.0004067682734410933,23.740384615384617,26.6875,31.20192307692307,True,-0.0020599247443560563,-4.586073728473042e-05,-0.019756469249089897,-0.0003467150285566986,-0.19271154447101987,-0.0031793240922777014,-0.1247832358642417,-0.0020619183674861975,0.27330213979301066,0.11701770078503637,0.15628443900797429
25-1021.00,"Computer Science Teachers, Postsecondary",25-1021,0.00019826005531687577,21.82211538461539,24.533653846153843,29.81730769230769,True,-0.0021357000943657708,-4.155544683880415e-05,-0.018446198512022075,-0.0003255343276570082,-0.18064175024737514,-0.0030485248711119746,-0.1182321290341928,-0.0019913633916282245,0.31216509720392827,0.11712187860750545,0.19504321859642282
25-1022.00,"Mathematical Science Teachers, Postsecondary",25-1022,0.00025040322331146373,22.163461538461537,24.475961538461544,28.15384615384616,True,-0.0003706019405252008,-1.8640055666239963e-05,-0.0048737632923375965,-8.657785186786804e-05,-0.06751118578730139,-0.0010440285446018157,-0.04595002404610066,-0.0006911792173937112,0.2392389196504534,0.09924641791164213,0.13999250173881128
25-1031.00,"Architecture Teachers, Postsecondary",25-1031,2.4041287592065887e-05,24.985576923076923,28.081730769230774,32.95192307692309,True,-0.0027732206561024795,-5.127816608397341e-05,-0.023695078421662127,-0.00040685905323458306,-0.22625413196426697,-0.003741600772029058,-0.1478173093144947,-0.002440751610478339,0.2767508874261124,0.11682047903186765,0.15993040839424477
25-1032.00,"Engineering Teachers, Postsecondary",25-1032,0.00016732220533244782,31.40384615384615,33.50961538461539,38.22596153846155,True,-0.0032935070738626363,-6.192044830057586e-05,-0.028561669695336713,-0.000489248865422137,-0.2592177445505717,-0.004302330249811278,-0.1758836322600764,-0.0028901504334404153,0.19658453181112812,0.06490204966421409,0.13168248214691403
25-1041.00,"Agricultural Sciences Teachers, Postsecondary",25-1041,5.272325268179596e-05,28.65384615384616,31.475961538461544,37.72115384615384,True,-0.002720069197861941,-5.252674983586222e-05,-0.02419725466114652,-0.0004132223756528934,-0.22856403023594443,-0.003731263285537011,-0.15034779024729522,-0.0024483339091449824,0.27493336671010216,0.09393644838169601,0.18099691832840614
25-1042.00,"Biological Science Teachers, Postsecondary",25-1042,0.0002177895731195459,24.072115384615383,26.846153846153843,34.50961538461539,True,-0.005869018068833819,4.4318419786397055e-05,-0.015242599810723748,-0.00026985007254278767,-0.1573189205856344,-0.0026712207424100585,-0.1030344277231304,-0.0017306624595943218,0.3601838593776079,0.10906843211226347,0.2511154272653444
25-1043.00,"Forestry and Conservation Science Teachers, Postsecondary",25-1043,1.1795055306563155e-05,22.29326923076923,31.00961538461538,30.66826923076922,True,-0.0030796719366653555,-5.5945125852244364e-05,-0.02694953638843984,-0.0004377048001957123,-0.24858183773523368,-0.003839029442127147,-0.16794036911132826,-0.002587851119143842,0.3189437398504942,0.33001252539835724,-0.011068785547863058
25-1051.00,"Atmospheric, Earth, Marine, and Space Sciences Teachers, Postsecondary",25-1051,5.111190632844034e-05,26.019230769230766,30.4375,35.230769230769226,True,-0.0028125324811166265,-4.142904550717209e-05,-0.019335575963938,-0.00032584549099383517,-0.21026343029850628,-0.003423836574899653,-0.12921287929152134,-0.0020931593314023854,0.3030839170632875,0.15683949125344787,0.14624442580983965
25-1052.00,"Chemistry Teachers, Postsecondary",25-1052,0.00011511458348372566,23.692307692307693,26.644230769230763,30.706730769230774,True,-0.0021159984095644197,-4.0592260042456996e-05,-0.018368313358876103,-0.00032638011900240106,-0.1829021691943006,-0.0030985752905535895,-0.11911910913374053,-0.002010302913121196,0.25933144834823363,0.11742222020956783,0.1419092281386658
25-1053.00,"Environmental Science Teachers, Postsecondary",25-1053,2.4428010716871235e-05,24.423076923076923,27.802884615384617,31.17788461538461,True,-0.0026183594445088644,-4.817802893813409e-05,-0.021707641985643053,-0.0003532132771120496,-0.2342847157062873,-0.0036004251799897757,-0.1455039245750464,-0.0022331242566163245,0.2441805561780166,0.12961131758569078,0.11456923859232582
25-1054.00,"Physics Teachers, Postsecondary",25-1054,7.238167819273455e-05,27.350961538461533,30.23076923076923,33.69711538461539,True,-0.0050506936827835235,2.918343201529502e-05,-0.01615771771939438,-0.00028979674747009194,-0.17157909532511872,-0.0029427519420297276,-0.10949131181734603,-0.0018747021089264488,0.20866055174967757,0.10010856935839518,0.10855198239128239
25-1061.00,"Anthropology and Archeology Teachers, Postsecondary",25-1061,2.4814733841676584e-05,26.355769230769223,28.706730769230766,31.024038461538463,True,-0.003293722430516664,-5.6007864673060096e-05,-0.026202489163424054,-0.0004102405491712832,-0.28123827096668064,-0.004260388523293862,-0.1734948083813931,-0.0025928952169431917,0.16307514107310883,0.08544441968426142,0.07763072138884741
25-1062.00,"Area, Ethnic, and Cultural Studies Teachers, Postsecondary",25-1062,1.9336156240267468e-05,23.87019230769231,26.471153846153843,28.4375,True,-0.0019237956754080238,-4.19703723755592e-05,-0.017507735050043806,-0.00029726462445327397,-0.18792882729895685,-0.0029705468870969477,-0.1194133076290695,-0.0018867950443268214,0.17507819993321405,0.10342510922327941,0.07165309070993464
25-1063.00,"Economics Teachers, Postsecondary",25-1063,7.154377808898963e-05,27.91826923076923,31.22596153846152,36.2019230769231,True,-0.0023975791183435697,-5.413914947010215e-05,-0.02264312728388698,-0.00039253519118045727,-0.22574296117880846,-0.0036647497114452934,-0.14542052309755538,-0.0023630828468584244,0.25983095542189005,0.11196856373264952,0.14786239168924054
25-1064.00,"Geography Teachers, Postsecondary",25-1064,2.146313342669689e-05,24.600961538461547,26.88942307692308,29.475961538461537,True,-0.0032436671097713374,-5.5717075845218935e-05,-0.029684202964276315,-0.0004500652661526331,-0.20795591540295652,-0.003316287503010543,-0.1490879514417758,-0.0023079712830940506,0.18078953895759575,0.08894748601649605,0.0918420529410997
25-1065.00,"Political Science Teachers, Postsecondary",25-1065,6.754763913266768e-05,24.365384615384603,27.567307692307708,30.336538461538456,True,-0.0021224845413402096,-4.870823624772486e-05,-0.019946468946535498,-0.0003440681840157682,-0.20604292222884704,-0.003310399552273306,-0.13181816829773682,-0.002119564299017261,0.21918941409422965,0.12346710500228664,0.09572230909194301
25-1066.00,"Psychology Teachers, Postsecondary",25-1066,0.00015913656585740126,24.495192307692307,26.043269230769244,29.13942307692308,True,-0.002254272592815125,-4.2331476052181614e-05,-0.01920684236709821,-0.0003205686606421563,-0.19019853984510957,-0.0030348160848135512,-0.12497473230432768,-0.001977298532478004,0.17361513629446002,0.06128249000107422,0.1123326462933858
25-1067.00,"Sociology Teachers, Postsecondary",25-1067,8.05028638136469e-05,22.365384615384613,25.370192307692303,27.961538461538456,True,-0.002054755682372022,-4.253869239504141e-05,-0.018290695343841652,-0.0003095515883069676,-0.19346511830190852,-0.003072864570521817,-0.12340327542770436,-0.001957118834063561,0.22331550557480018,0.12606051976711274,0.09725498580768743
25-1071.00,"Health Specialties Teachers, Postsecondary",25-1071,0.00046490564987016413,29.572115384615383,29.706730769230766,38.79807692307693,True,-0.0006849331240126695,-1.906234900226381e-05,-0.006026902262969536,-9.894615564854731e-05,-0.10377645206562394,-0.0015531363127036161,-0.060926391241728946,-0.0009002923087850216,0.27153881205562636,0.004541775852611174,0.2669970362030152
25-1072.00,"Nursing Instructors and Teachers, Postsecondary",25-1072,0.00022790882821861923,21.951923076923077,24.480769230769237,27.644230769230774,True,-0.001865969836877588,-3.496994163309256e-05,-0.01534515519908245,-0.0002492841474991323,-0.17457380752524176,-0.0026398511156447307,-0.10717466980006242,-0.001626827311699567,0.23056230670165556,0.10903313258755665,0.12152917411409891
25-1081.00,"Education Teachers, Postsecondary",25-1081,0.0002257818510321898,20.77884615384615,22.913461538461544,26.06730769230769,True,-0.0017565340917636437,-3.734961998125869e-05,-0.01561662137868455,-0.0002616369272372995,-0.17173961707399635,-0.0026756689920720924,-0.1087375424111575,-0.0016929054888956364,0.22674649299177974,0.09778912059185663,0.1289573723999231
25-1082.00,"Library Science Teachers, Postsecondary",25-1082,2.4943641549945033e-05,22.870192307692303,24.490384615384617,27.3125,True,-0.0019114586854580254,-4.250903480885335e-05,-0.016905265376401375,-0.0002966001318748558,-0.20080472931464777,-0.0032991575333208628,-0.11297469473940588,-0.0018526470352263186,0.1775100561248455,0.06844615910712104,0.10906389701772445
25-1111.00,"Criminal Justice and Law Enforcement Teachers, Postsecondary",25-1111,5.046736778709809e-05,19.278846153846157,21.903846153846157,24.54807692307693,True,-0.002055380064467872,-5.035527740665503e-05,-0.020621786424565594,-0.0003636255877205887,-0.1946126654833214,-0.0031916190296500018,-0.1276855254763724,-0.002098471127639619,0.24162507750081463,0.1276538042664579,0.11397127323435674
25-1112.00,"Law Teachers, Postsecondary",25-1112,5.3174429660735535e-05,34.65865384615384,39.77884615384616,42.177884615384585,True,-0.0018240916662207551,-4.340789573953925e-05,-0.01769094992521287,-0.0003147259421715311,-0.18135647669279942,-0.003009438626985391,-0.1160058741592459,-0.0019287045060521909,0.19634857772380476,0.13778782261677858,0.058560755107026186
25-1113.00,"Social Work Teachers, Postsecondary",25-1113,3.648088143997129e-05,21.38461538461539,24.69230769230769,27.03846153846154,True,-0.002230094135440927,-4.243764755711437e-05,-0.019461336902419236,-0.00032764255013021125,-0.18594969101667203,-0.002968130504211018,-0.12191967737985349,-0.001944851419416684,0.23458859756008232,0.14382000943937845,0.09076858812070387
25-1121.00,"Art, Drama, and Music Teachers, Postsecondary",25-1121,0.00033329087972807693,20.79326923076924,23.067307692307704,26.53365384615385,True,-0.0012151473507918463,-3.1731652719340455e-05,-0.01271974884273019,-0.00024836628800453816,-0.13424938119835575,-0.0024021817644751197,-0.08657187386141289,-0.001549117146196263,0.24378454407352113,0.10378702403366002,0.1399975200398611
25-1122.00,"Communications Teachers, Postsecondary",25-1122,0.00010286835119822293,20.682692307692303,23.572115384615387,26.30769230769231,True,-0.001981377948198045,-4.490560679321157e-05,-0.018769013199808254,-0.0003298611674879019,-0.18639916011333668,-0.003083206539623611,-0.1218443882747282,-0.002008512252070295,0.24056414947471128,0.1307672318235582,0.10979691765115307
25-1123.00,"English Language and Literature Teachers, Postsecondary",25-1123,0.00032890801764694965,20.567307692307693,22.65384615384616,25.961538461538456,True,-0.0011186492933637714,-3.4285012343605936e-05,-0.011817674243228873,-0.00021350057122375527,-0.1284290446936775,-0.002134203031534285,-0.0842693976496336,-0.0013820565824126483,0.23291334291001453,0.09662683568907182,0.1362865072209427
25-1124.00,"Foreign Language and Literature Teachers, Postsecondary",25-1124,0.00012981006222632894,20.6875,22.49038461538462,25.774038461538463,True,-0.00011871543417953697,-1.7383318681177838e-05,-0.003343576253391471,-6.246292885291532e-05,-0.05656892897075445,-0.0007952916935951177,-0.03785772544548863,-0.0005307345070754199,0.21983807098893804,0.0835582143055249,0.13627985668341314
25-1125.00,"History Teachers, Postsecondary",25-1125,0.0001092492827575112,22.75,25.08653846153846,28.44230769230769,True,-0.0019397996308199265,-4.562200620983577e-05,-0.013190441456452779,-0.0002240947244299674,-0.27862501297418973,-0.004660853926469635,-0.12173805427150573,-0.0019327331251888095,0.22331259873241294,0.09776624059839634,0.1255463581340166
25-1126.00,"Philosophy and Religion Teachers, Postsecondary",25-1126,8.623925683159291e-05,21.78846153846154,23.379807692307693,27.105769230769237,True,-0.0006512952587169563,-2.45280276031045e-05,-0.006746059162222579,-0.00011947500152303017,-0.11366377577928463,-0.0017624880154713293,-0.06619312876664638,-0.001018086682536774,0.218366049526161,0.07049218825588888,0.14787386127027213
25-1192.00,"Family and Consumer Sciences Teachers, Postsecondary",25-1192,3.2033565504709774e-05,21.82211538461538,23.408653846153843,27.96634615384616,True,-0.0024205300638685317,-5.4924641594412816e-05,-0.023037662521399653,-0.0003965238269393866,-0.2195338609997629,-0.0035273973110243797,-0.14389986511974368,-0.0023129511030568835,0.24807794145429618,0.07018185372623531,0.17789608772806087
25-1193.00,"Recreation and Fitness Studies Teachers, Postsecondary",25-1193,9.648741963893467e-05,20.125000000000007,21.379807692307693,25.081730769230774,True,-0.002472380947859696,-5.4924657175993696e-05,-0.02356457631467289,-0.0004084278945566806,-0.22688520608623838,-0.00369372700803233,-0.14795685489827146,-0.0024112261564980773,0.22017690001644752,0.060484087504751205,0.1596928125116963
25-1194.00,"Career/Technical Education Teachers, Postsecondary",25-1194,0.0008364821189539706,17.039999999999996,19.100000000000005,22.050000000000004,True,-0.001543338921216775,-1.7457617833861565e-05,-0.011805712053114353,-0.00018141873524075923,-0.03392166421851745,-0.0004586305233380187,-0.04950267902395593,-0.0006737531284991245,0.25774908049168577,0.11412481365141502,0.14362426684027074
25-2011.00,"Preschool Teachers, Except Special Education",25-2011,0.002186983724628385,8.409999999999998,9.53,11.12,True,0.00023212372585453868,-3.455461546997467e-05,-0.004349973836090426,-0.00010721995285323946,-0.047060592447180694,-0.0008580395474374222,-0.03604445343071719,-0.0006594151583557257,0.27932381483757984,0.1250232436812544,0.15430057115632545
25-2012.00,"Kindergarten Teachers, Except Special Education",25-2012,0.001019982241674109,16.78365384615385,19.307692307692307,21.692307692307708,True,0.0002899788217996432,-2.4898523562283488e-05,-0.003817430165899734,-8.841762791596823e-05,-0.035409916359863285,-0.0006246478296726926,-0.029887964949377496,-0.0005178637301133593,0.2565522860728593,0.14009815426652894,0.11645413180633035
