onet_code,Title,xi,chi,L0,L_eq,dL,dL_shock,drift,D_o,B_o,dW_bundle,W_o,proj,ln_w_era
19-4031.00,Chemical Technicians,1.7842622984144365,0.3498287985124232,0.0005074451935987526,0.0017921108914198554,0.001284665697821103,1.3059782538074431e-06,0.0012833597195672955,0.0018883764617059077,2.5385221309915177e-07,-0.03898568916202526,16.34051346509239,7.103587684235277e-05,2.800933195248924
19-4042.00,"Environmental Science and Protection Technicians, Including Health",1.5034477993507072,0.4375867143525518,0.0001691269132482061,0.0018713518029650896,0.0017022248897168835,1.5965765898040898e-06,0.0017006283131270794,0.0016094466930242396,2.3522801368381437e-07,-0.04051311205992067,17.91275041299002,-5.477502581935533e-05,2.749192144433385
19-4051.02,Nuclear Monitoring Technicians,2.00202567771759,0.3154829569701335,1.701581749143537e-05,0.0014812835787927415,0.001464267761301306,6.75394837107348e-07,0.0014635923664641987,0.0028426262934988927,2.5533177500509753e-07,-0.04640470706809195,13.874474574355993,0.0007363603501169824,3.1780538303479453
19-4071.00,Forest and Conservation Technicians,0.7447357322342245,0.1626912383590358,0.00011047390598606147,0.0013357621984809182,0.0012252882924948568,2.5929714369799482e-06,0.0012226953210578769,0.0006396269087352966,2.012754958664816e-07,-0.010540730047815205,10.325991742041149,-6.888145327531769e-05,2.580216829592325
19-4092.00,Forensic Science Technicians,1.5137784942443102,0.2651779433130093,3.4418358107676096e-05,0.001405971951418322,0.0013715535933106458,2.1788452949189456e-06,0.0013693747480157269,0.0013133817506737976,2.1464529525856015e-07,-0.025802318538195458,12.588261671180287,7.894792009450586e-06,2.856470206220483
21-1011.00,Substance Abuse and Behavioral Disorder Counselors,6.24806534534648,0.5043792722959608,0.0003692561303349744,0.0015409488210271912,0.0011716926906922167,2.6030533813998884e-06,0.0011690896373108169,0.00019385685649938526,1.198625721721108e-07,-0.00390385334580938,13.747077672050516,-6.431825610757267e-05,2.551006451492524
21-1012.00,"Educational, Guidance, and Career Counselors and Advisors",5.926115011907728,0.6034747604439004,0.001230617436984756,0.00179269771547342,0.0005620802784886642,2.7605154870929873e-06,0.0005593197630015712,3.3477200501899844e-05,1.349456766397305e-07,0.0005291413015842497,16.544743487018135,-1.2785113343014131e-05,2.955951403542146
21-1013.00,Marriage and Family Therapists,0.0121368675497294,0.5622140141962602,0.00011943299171071873,0.0018448939032758914,0.0017254609115651726,2.7752042602276553e-06,0.001722685707304945,0.00016306164598330305,1.0258881738170238e-07,-0.003253544618188443,16.623619460489305,-3.772962147227188e-05,2.7813006628418027
21-1014.00,Mental Health Counselors,6.271433229279202,0.4996863773860428,0.0004054791963584088,0.0016681137770902872,0.0012626345807318785,2.66444319990981e-06,0.0012599701375319687,0.00015971095184024998,9.638159297712421e-08,-0.003120984681522364,14.537751137726957,-4.3824562607474815e-05,2.5494451709255714
21-1015.00,Rehabilitation Counselors,0.0774601498761539,0.46980057361926,0.0006002587435520365,0.0014012485638323301,0.0008009898202802937,2.5649268706440763e-06,0.0007984248934096496,0.00024428620712157306,1.0932410480408595e-07,-0.0056867248759142255,12.383410617955441,-8.95004215388516e-05,2.4309783077624445
21-1021.00,"Child, Family, and School Social Workers",6.175348604150893,0.5145064070323905,0.001692364848002343,0.0014358128093673907,-0.0002565520386349524,2.4826335355385316e-06,-0.0002590346721704909,0.00012893803898797639,1.098203019659515e-07,-0.0019528725809524244,13.077117808944948,-4.071057549889777e-05,2.668616131856803
21-1022.00,Healthcare Social Workers,0.05230805682885,0.5098561860804994,0.0006553667888367987,0.0013840701299909024,0.0007287033411541037,2.4806576093764753e-06,0.0007262226835447272,0.00019398483672442718,9.428577194619974e-08,-0.0038607060735990793,12.813031074484826,-4.904980629920932e-05,2.7825390530929495
21-1023.00,Mental Health and Substance Abuse Social Workers,6.262397122392789,0.5240263214801615,0.00046877288111821767,0.0018004757789602675,0.00133170289784205,2.8240580198838315e-06,0.0013288788398221662,0.00013691230278585798,1.1397360994891179e-07,-0.0022527084225339162,15.70261637202364,-3.180151105298203e-05,2.644755350729896
21-1091.00,Health Education Specialists,0.1037697424376885,0.6062413216358226,0.000268256940906644,0.0022856352414662114,0.0020173783005595675,2.9834886923845415e-06,0.002014394811867183,0.0003969171073375827,1.5340534134180914e-07,-0.012244646615529708,19.797565805445835,-0.00015889354905311126,2.740194654428777
21-1092.00,Probation Officers and Correctional Treatment Specialists,6.120976480381305,0.3553834922847684,0.0005087342706814371,0.0012680170821267104,0.0007592828114452733,2.6170667095243034e-06,0.000756665744735749,0.00012015236591908271,1.4800710467573273e-07,-0.0007428730898349487,9.79397917623676,-3.4601480298756804e-05,2.854744580253014
21-1093.00,Social and Human Service Assistants,6.05637660699731,0.4181791141224096,0.0015631993243173563,0.0013105837133287656,-0.00025261561098859076,2.6076735719969633e-06,-0.0002552232845605877,9.810763441185294e-05,1.38500065501248e-07,-0.0005989289472022651,10.735952670704322,-3.857481207107121e-05,2.33214389523559
21-1094.00,Community Health Workers,6.275573967599635,0.5497595362988216,0.000268256940906644,0.0021150900622007524,0.0018468331212941084,3.11219534362148e-06,0.001843720925950487,0.00016610519558106994,1.7600318435950211e-07,-0.0027356980378714668,17.826787459527008,-4.0147784453854556e-05,2.740194654428777
21-2011.00,Clergy,5.738913691481301,0.4951489479413918,0.00016758002074898472,0.001176066823028998,0.0010084868022800133,2.3465255165897383e-06,0.0010061402767634236,1.0704248883964906e-05,6.23801068636268e-08,0.0008079425616250074,10.284021445026658,1.7656852473634612e-06,2.6741486494265287
21-2021.00,"Directors, Religious Activities and Education",6.010092296956891,0.5488029919670463,9.642296578480045e-05,0.0012720565956805304,0.00117563362989573,2.3395521648230527e-06,0.0011732940777309069,6.547731498105279e-05,8.390500930605573e-08,-0.00042804951599676485,12.150335024743601,-2.1990441256818178e-05,2.547098670044448
23-1011.00,Lawyers,0.0921260885418117,0.3850915918028009,0.0029922701781813906,0.0013581237241690929,-0.0016341464540122978,2.5621922374059053e-06,-0.0016367086462497037,0.00019374579845004124,7.996753169914085e-08,-0.0036936892009101384,11.088154330112914,-4.5032980294392656e-05,3.7567717201568542
23-1012.00,Judicial Law Clerks,6.014854614946249,0.359851915368895,0.00016796674387379006,0.001351286102801396,0.001183319358927606,2.7317444147153744e-06,0.0011805876145128905,6.410182685678626e-05,1.597677289333335e-07,0.0004130965373638103,10.431906725209931,-2.9099501622530626e-05,2.560323289072755
23-1021.00,"Administrative Law Judges, Adjudicators, and Hearing Officers",0.2661132548725979,0.3465000042228904,0.00017563675251576282,0.0013323484131758752,0.0011567116606601123,2.540861092056911e-06,0.0011541707995680554,0.00029942115915368385,1.1160506842228839e-07,-0.006423472731224072,10.899238205863519,-8.543441166979649e-05,3.055415275715165
23-1022.00,"Arbitrators, Mediators, and Conciliators",0.0650711527547365,0.3186721063794065,4.0348112688024785e-05,0.0012774660924813042,0.0012371179797932793,2.6348516596527965e-06,0.0012344831281336265,0.00020356812203567077,1.3233744249776917e-07,-0.0034246943902111492,9.83146758151977,-7.469749139610207e-05,3.238286218388024
23-1023.00,"Judges, Magistrate Judges, and Magistrates",5.909766936930342,0.337103302224663,0.00014921067232073063,0.0011380423376105087,0.000988831665289778,2.448636971631203e-06,0.0009863830283181468,5.041225704952409e-05,6.760914784087296e-08,0.00010900801630397495,8.35616993741819,-6.362110162594951e-06,3.487986511734546
23-2011.00,Paralegals and Legal Assistants,6.064773561734509,0.3015632959181752,0.0013015166765324032,0.0012838296696925607,-1.768700683984245e-05,2.6975532363964373e-06,-2.0384560076238886e-05,0.00014150935687663006,1.5626604717892014e-07,-0.0019485416279349573,9.463915613793183,-9.216081745350458e-05,2.7661695773643724
23-2093.00,"Title Examiners, Abstractors, and Searchers",0.7329065028577534,0.1204788612985485,0.00024962977706185303,0.0013049222142376647,0.0010552924371758118,2.480870186510756e-06,0.0010528115669893008,0.0004784490246029563,1.6607138643499576e-07,-0.008294163331135687,9.812143252745278,-8.997269979775753e-05,2.5937610547000824
25-1011.00,"Business Teachers, Postsecondary",5.8923823890737,0.5856282482662668,0.0004067682734410933,0.0008819012037247989,0.0004751329302837056,1.834335687849191e-06,0.0004732985945958564,9.769826594739898e-05,5.263769656863939e-08,-0.0017661892663853867,8.744553245981923,-4.586073736488956e-05,3.167177590203807
25-1021.00,"Computer Science Teachers, Postsecondary",5.911966134908718,0.5449751339379635,0.00019826005531687577,0.0008493085978429915,0.0006510485425261157,1.813293414637887e-06,0.0006492352491114778,9.651963923886939e-05,3.594900371248604e-08,-0.0019039400192227482,7.724649667395075,-4.155544677654343e-05,3.082923922755148
25-1022.00,"Mathematical Science Teachers, Postsecondary",5.852219722216242,0.5750511804245356,0.00025040322331146373,0.0008290261341942231,0.0005786229108827594,1.8112058682318586e-06,0.0005768117050145274,5.1203121392490594e-05,5.69218158014918e-08,-4.8582019875674596e-05,7.87857765384221,-1.864005577845735e-05,3.098445056289376
25-1031.00,"Architecture Teachers, Postsecondary",5.92108899520546,0.5638474341829542,2.4041287592065887e-05,0.0008087824091264353,0.0007847411215343694,1.7345427742725562e-06,0.0007830065787600969,0.00011759975231099007,3.5588929711551505e-08,-0.0025354676963605,7.514352982671818,-5.127816605692412e-05,3.218298735307124
25-1032.00,"Engineering Teachers, Postsecondary",5.968738693394053,0.5298823451134806,0.00016732220533244782,0.0008495785531669078,0.00068225634783446,1.8262544373643178e-06,0.0006804300933970957,0.000138874743939568,4.391715036856993e-08,-0.003017701553473003,7.568855565694783,-6.192044830654657e-05,3.4469303743890376
25-1041.00,"Agricultural Sciences Teachers, Postsecondary",5.941856630181804,0.5618241227808165,5.272325268179596e-05,0.0008145197061751616,0.0007617964534933657,1.7472273736659789e-06,0.0007600492261196997,0.00011942982526866697,4.307897186608424e-08,-0.002442257204749277,7.58168804134411,-5.252674985164417e-05,3.3552876803580776
25-1042.00,"Biological Science Teachers, Postsecondary",5.933103339099668,0.5186627879520512,0.0002177895731195459,0.0010934662364199053,0.0008756766633003594,1.960116453284585e-06,0.0008737165468470749,0.0003645266478224668,6.442479016739016e-08,-0.00556437960533587,10.019102018151909,4.431842213739553e-05,3.181054132628627
25-1043.00,"Forestry and Conservation Science Teachers, Postsecondary",5.984623783450736,0.5662030182107882,1.1795055306563155e-05,0.0008675292130044241,0.000855734157697861,1.816274439633424e-06,0.0008539178832582276,0.000132120555594523,4.599312542920881e-08,-0.0027999104310513843,8.36674103278914,-5.594512589705562e-05,3.104284804690143
25-1051.00,"Atmospheric, Earth, Marine, and Space Sciences Teachers, Postsecondary",5.955239108811932,0.5393309013782918,5.111190632844034e-05,0.0008883841417091985,0.0008372722353807582,1.8257763060896192e-06,0.0008354464590746686,0.00013121699162101273,3.868618428038895e-08,-0.0025763728939033883,8.164113053557447,-4.1429045428438246e-05,3.2588359095893606
25-1052.00,"Chemistry Teachers, Postsecondary",5.944003508432697,0.527228266277482,0.00011511458348372566,0.0009874957017884654,0.0008723811183047397,1.9722847189233925e-06,0.0008704088335858163,0.00010434252684136238,5.180544805072462e-08,-0.001836725287056613,9.083534507749397,-4.05922599759981e-05,3.1651504255120377
25-1053.00,"Environmental Science Teachers, Postsecondary",5.969142056625407,0.5702340282100958,2.4428010716871235e-05,0.000916743043728824,0.0008923150330119527,1.8525641835962121e-06,0.0008904624688283565,0.0001178478468051034,4.718200552559576e-08,-0.0023483601017907276,8.992669534658548,-4.8178028971892524e-05,3.1955284608712096
25-1054.00,"Physics Teachers, Postsecondary",5.908923026552506,0.5280658479678882,7.238167819273455e-05,0.0008462925414327374,0.0007739108632400029,1.7708075948498318e-06,0.000772140055645153,0.00031026371860790237,3.972648044013644e-08,-0.004795413986053029,7.431328695629053,2.9183434110924245e-05,3.3087516850493293
25-1061.00,"Anthropology and Archeology Teachers, Postsecondary",6.004713877733327,0.5586778807441705,2.4814733841676584e-05,0.0010356814203290542,0.0010108666864873776,2.0153230743335214e-06,0.001008851363413044,0.00013930540567055422,4.896177597707623e-08,-0.003041905310593731,10.135599349166345,-5.600786471358176e-05,3.271687197161413
25-1062.00,"Area, Ethnic, and Cultural Studies Teachers, Postsecondary",5.920444797844599,0.5824479222699256,1.9336156240267468e-05,0.0009192010486246432,0.0008998648923843757,1.8523335914914481e-06,0.0008980125587928843,9.616047405426348e-05,5.5107020500204783e-08,-0.0016279337493321545,9.159573658155344,-4.1970372470066915e-05,3.172630496777955
25-1063.00,"Economics Teachers, Postsecondary",5.916683199545707,0.5786751476753478,7.154377808898963e-05,0.0007691615544124556,0.000697617776323466,1.6916825842658648e-06,0.0006959260937392001,0.00011274785201871442,5.311270152954982e-08,-0.002070120736195477,7.218759453136061,-5.413914965552692e-05,3.329281285670732
25-1064.00,"Geography Teachers, Postsecondary",5.96477744175168,0.5462758068463008,2.146313342669689e-05,0.0008440272663599132,0.0008225641329332163,1.7649429327941477e-06,0.0008207991900004222,0.0001445798852892044,4.754808560761759e-08,-0.0029563526467324738,7.742245253622999,-5.571707594144594e-05,3.202785529103774
25-1065.00,"Political Science Teachers, Postsecondary",5.903663173856796,0.5882701133782564,6.754763913266768e-05,0.0007784861000838974,0.0007109384609512298,1.69196457143082e-06,0.000709246496379799,0.00010361065710500355,5.2272207845862265e-08,-0.001804506252177672,7.488661725215474,-4.8708236420288195e-05,3.193163461739711
25-1066.00,"Psychology Teachers, Postsecondary",5.943077735704581,0.5641164340180069,0.00015913656585740126,0.0008656868150913409,0.0007065502492339397,1.8097288597872718e-06,0.0007047405203741524,0.00010300974468835673,4.051152449213531e-08,-0.002007183237613513,8.260306098721832,-4.233147605322415e-05,3.198476865955507
25-1067.00,"Sociology Teachers, Postsecondary",5.926191646558987,0.5771073256380215,8.05028638136469e-05,0.0008013555896229138,0.0007208527258092669,1.7275249500868506e-06,0.00071912520085918,9.889407119180263e-05,4.445158534902928e-08,-0.0017748214166240193,7.635841855001212,-4.253869245311762e-05,3.107514433937237
25-1071.00,"Health Specialties Teachers, Postsecondary",5.883340002691258,0.5904192194469525,0.00046490564987016413,0.0007725043937386346,0.0003075987438684705,1.697574111274953e-06,0.0003059011697571955,5.7939649138932774e-05,4.259121478888364e-08,-0.00040259986577146625,7.421759466146932,-1.9062349003254547e-05,3.3868318695070503
25-1072.00,"Nursing Instructors and Teachers, Postsecondary",5.947113954972658,0.5810446918596154,0.00022790882821861923,0.0010062930247171495,0.0007783841964985302,1.9359271526755983e-06,0.0007764482693458547,9.127294187736513e-05,4.6029015781389465e-08,-0.0016185433255308896,10.1209917682664,-3.4969941611427254e-05,3.0888547473884227
25-1081.00,"Education Teachers, Postsecondary",5.910364129173049,0.594262171956924,0.0002257818510321898,0.0008856696416572516,0.0006598877906250618,1.7812914821191102e-06,0.0006581064991429427,8.923907829824307e-05,4.880159016979967e-08,-0.0014808178149517562,8.953312866469465,-3.7349620043869314e-05,3.033935457365513
25-1082.00,"Library Science Teachers, Postsecondary",5.911209710624378,0.5822393224301137,2.4943641549945033e-05,0.0008813994663337318,0.0008564558247837867,1.836694425357997e-06,0.0008546191303584287,9.62715294139108e-05,5.432300486583905e-08,-0.0016095720373815222,8.703683747633075,-4.250903490292121e-05,3.1298344167309633
25-1111.00,"Criminal Justice and Law Enforcement Teachers, Postsecondary",5.896528493337208,0.5890959885882595,5.046736778709809e-05,0.0007794290211519772,0.0007289616533648791,1.702635596147889e-06,0.0007272590177687312,0.00010080499615525181,5.5877701488058035e-08,-0.001724449378188969,7.507355797993344,-5.0355277630301386e-05,2.959008440599297
25-1112.00,"Law Teachers, Postsecondary",5.8692994864134285,0.58800989576215,5.3174429660735535e-05,0.0007812110508127154,0.0007280366211519799,1.6995140134537338e-06,0.0007263371071385262,9.165582047321276e-05,4.9258899976192755e-08,-0.0015205207787778836,7.485469539127348,-4.3407895839899e-05,3.5455474447032604
25-1113.00,"Social Work Teachers, Postsecondary",5.929883455337112,0.581079309446812,3.648088143997129e-05,0.0010456350681741998,0.0010091541867342285,1.963591562149751e-06,0.0010071905951720788,9.974115104551153e-05,4.757957133392606e-08,-0.0019896593140705104,10.504115939311887,-4.243764755453128e-05,3.0626717562291006
25-1121.00,"Art, Drama, and Music Teachers, Postsecondary",5.832059258073668,0.5425164684969244,0.00033329087972807693,0.0009081406424868604,0.0005748497627587834,1.9506922811982075e-06,0.0005728990704775852,8.142338525625216e-05,6.525101173107626e-08,-0.0008756081111654028,8.297552595583095,-3.173165266700433e-05,3.0346293396646624
25-1122.00,"Communications Teachers, Postsecondary",5.883135178951345,0.5819217704670391,0.00010286835119822293,0.0007867136167522919,0.000683845265554069,1.7089618177333187e-06,0.0006821363037363356,9.70884760199146e-05,4.848171612245417e-08,-0.0016811435062945254,7.471992782137009,-4.490560688372427e-05,3.029297230126357
25-1123.00,"English Language and Literature Teachers, Postsecondary",5.865889047820697,0.564077378220911,0.00032890801764694965,0.0008800229316184474,0.0005511149139714978,1.8786682323668723e-06,0.0005492362457391309,7.481529038632934e-05,6.4392449390925e-08,-0.00078149690396873,8.342695976839579,-3.4285012520361404e-05,3.023702809941033
25-1124.00,"Foreign Language and Literature Teachers, Postsecondary",5.859282179447422,0.5974023376330038,0.00012981006222632894,0.0008338168239068338,0.0007040067616805049,1.8026743917383837e-06,0.0007022040872887665,4.36593925748027e-05,6.202032202503144e-08,0.00021909681367829987,8.320643550460588,-1.7383318883012697e-05,3.0295296531372817
25-1125.00,"History Teachers, Postsecondary",5.928095838270006,0.5847633333396328,0.0001092492827575112,0.001098489641097149,0.0009892403583396376,1.9942157018597566e-06,0.0009872461426377779,0.00010126777779600687,7.508736241420785e-08,-0.0016168875452130783,11.081218466044717,-4.5622006401693755e-05,3.1245651453969594
25-1126.00,"Philosophy and Religion Teachers, Postsecondary",5.8689899254777655,0.5886999355617444,8.623925683159291e-05,0.0007674529762025644,0.0006812137193709715,1.69508185431566e-06,0.0006795186375166558,5.9948346059221605e-05,5.341246821315885e-08,-0.000326945920293333,7.309820779094915,-2.452802775523719e-05,3.081380542446579
25-1192.00,"Family and Consumer Sciences Teachers, Postsecondary",5.926277208135334,0.5798079363572899,3.2033565504709774e-05,0.0008336498981882794,0.0008016163326835696,1.7699269128694734e-06,0.0007998464057707001,0.00011511715714560607,6.017090849846843e-08,-0.0020805747268682314,8.095527409716452,-5.492464181213273e-05,3.0829239227551475
25-1193.00,"Recreation and Fitness Studies Teachers, Postsecondary",5.914494199195162,0.5805347889003802,9.648741963893467e-05,0.000788138743520399,0.0006916513238814643,1.7117707762652392e-06,0.0006899395531051991,0.00011455713618416808,5.3565831258310414e-08,-0.002145043833131517,7.502976431604336,-5.4924657332847304e-05,3.0019628233046274
25-1194.00,"Career/Technical Education Teachers, Postsecondary",6.04308646094223,0.4054629491437036,0.0008364821189539706,0.0014643277795547101,0.0006278456606007395,2.7834942361584184e-06,0.0006250621663645811,0.00014290840961661856,1.5104565359835802e-07,-0.001073357611854587,11.751968788950267,-1.745761783651465e-05,2.8355635214011694
25-2011.00,"Preschool Teachers, Except Special Education",5.739984357227568,0.5132541123940154,0.002186983724628385,0.0013540599579619167,-0.0008329237666664683,2.5469131593707905e-06,-0.0008354706798258391,3.7688061653089334e-05,1.627744186308731e-07,0.0006814813457762924,12.004951286808291,-3.455461627102622e-05,2.1294214739848565
25-2012.00,"Kindergarten Teachers, Except Special Education",5.784949003258184,0.5012116584394732,0.001019982241674109,0.0012336056136034316,0.00021362337192932265,2.4359150905422546e-06,0.0002111874568387804,3.665243241781242e-05,1.3389593298629706e-07,0.0007293497126055809,10.892818198573073,-2.4898524052137295e-05,2.8204054274037182
25-2021.00,"Elementary School Teachers, Except Special Education",5.757909261450223,0.5329168867693564,0.008748579437054881,0.0013291526036467902,-0.007419426833408091,2.442076278578141e-06,-0.00742186890968667,2.1481196248030166e-05,1.0784462238941681e-07,0.000896527978041844,12.088039488118147,-8.428538693400662e-06,2.8804401234494144
25-2022.00,"Middle School Teachers, Except Special and Career/Technical Education",5.765944238783927,0.538765411923729,0.003673934139504953,0.001043186387091096,-0.002630747752413857,2.1882251046950567e-06,-0.002632935977518552,2.05342085665942e-05,9.245921674907659e-08,0.000988426744561494,9.632283511000871,-1.0436167319509217e-05,2.894636156682622
25-2023.00,"Career/Technical Education Teachers, Middle School",5.766745044788627,0.5433738193268722,0.00011247197546422243,0.0010606818774334047,0.0009482099019691823,2.196125327778636e-06,0.0009460137766414036,1.4165653128554497e-05,9.524210603422987e-08,0.0012003849469266546,9.880808746306899,-7.834940236306005e-06,2.922696211905979
25-2031.00,"Secondary School Teachers, Except Special and Career/Technical Education",5.79172175996194,0.5374944424208639,0.006103844440365232,0.001126141555307743,-0.004977702885057489,2.2416778162977127e-06,-0.004979944562873787,2.2665370900424042e-05,9.10041369392795e-08,0.0008693010676822047,10.437505987840964,-9.073803067970395e-06,2.9408901794977527
25-2032.00,"Career/Technical Education Teachers, Secondary School",5.783262858560279,0.5263267266322691,0.0006917832164226357,0.0011446887796136573,0.00045290556319102157,2.293141162382998e-06,0.00045061242202863857,1.6937183400924466e-05,9.464738998507708e-08,0.0010835882295594083,10.441175578378092,-6.785913239859481e-06,2.9704144655697013
25-2051.00,"Special Education Teachers, Preschool",5.862214838327032,0.4540383675426687,0.001312860554860027,0.0013993991272877693,8.65385724277423e-05,2.655824723503744e-06,8.388274770423855e-05,5.286800884007524e-05,1.3547651675636845e-07,0.0003146444307706212,11.696778687818073,-2.5180829217215545e-05,2.915949948644587
25-2056.00,"Special Education Teachers, Elementary School",5.964718734460243,0.4649199159644549,0.001312860554860027,0.0012350057376238795,-7.785481723614749e-05,2.5147688928665955e-06,-8.036958612901409e-05,6.908967206796041e-05,1.281799968351543e-07,-7.890638695563215e-06,10.605391138233184,-3.304108364499993e-05,2.915949948644587
25-2057.00,"Special Education Teachers, Middle School",5.830810372798077,0.5072015708102238,0.0005597817231557432,0.0012835378395785533,0.0007237561164228102,2.4771755119730888e-06,0.0007212789409108371,2.958915911275812e-05,1.193160351527879e-07,0.0008222215685236011,11.431063617801465,-1.5611562141192773e-05,2.847812143477369
25-2058.00,"Special Education Teachers, Secondary School",5.860918438426841,0.5186088834086378,0.0007726083495069538,0.0012307886249021504,0.00045818027539519665,2.3698364816503344e-06,0.0004558104389135463,3.0608948402242525e-05,9.735388179570976e-08,0.0006923224253002054,11.179126501951526,-1.098531511024265e-05,2.952252503480326
25-3011.00,"Adult Basic Education, Adult Secondary Education, and English as a Second Language Instructors",5.86045338151133,0.5277754060515581,0.0003666135223154712,0.0013054721478317727,0.0009388586255163014,2.472788048579408e-06,0.000936385837467722,4.000796768779424e-05,1.293498490611879e-07,0.0005039104200942825,11.929576241464396,-2.6720321563483508e-05,2.702702594775615
25-3021.00,Self-Enrichment Teachers,5.875576911044647,0.4953407347515682,0.0008098626771965358,0.0014708611459293014,0.0006609984687327656,2.7227551479967922e-06,0.0006582757135847688,5.296255119466403e-05,1.727870499392292e-07,0.00018113896656952923,12.752300701020879,-4.767771528043183e-05,2.5289235352047745
25-4022.00,Librarians and Media Collections Specialists,5.774632007685157,0.3437274147895418,0.0009503720792091461,0.0014760214179684473,0.0005256493387593012,2.8152254650140422e-06,0.0005228341132942872,0.00013798636884433487,1.9110495273564706e-07,-0.0007046018426123792,11.059800108800621,-2.5351962896404424e-05,2.934506127350281
25-4031.00,Library Technicians,5.172100221359254,0.343059317313056,0.0006318411320778067,0.001434602546818047,0.0008027614147402404,3.0740192613746588e-06,0.0007996873954788658,5.559704882801344e-05,2.4536902988268383e-07,0.0013219237851990256,10.336580349513257,-8.57113399649517e-06,2.3832429960115
25-9021.00,Farm and Home Management Educators,0.1526077607805149,0.4010032765778244,6.142452298991632e-05,0.0015375335613272735,0.0014761090383373571,2.496816039546535e-06,0.0014736122222978106,0.00040205585157766246,8.656270380134032e-08,-0.009930971617353752,12.683344618660582,-0.00011611258888264633,2.847232265235547
25-9031.00,Instructional Coordinators,6.0835483160202815,0.5710605151770259,0.0004954567767297867,0.0016824549642536638,0.001186998187523877,2.717310977362955e-06,0.001184280876546514,8.123159262757411e-05,8.534574913031437e-08,-0.0009628423847834618,15.531516558799712,-1.850905441234971e-05,2.9987277825337895
25-9042.00,"Teaching Assistants, Preschool, Elementary, Middle, and Secondary School, Except Special Education",5.494719668077533,0.4815853905551077,0.007191889952005082,0.0013254418409365501,-0.005866448111068533,2.644191921351638e-06,-0.005869092302989884,1.3781005594714061e-05,1.7624751098066457e-07,0.0015396243181775883,11.24277541519597,-1.3132202992067703e-05,2.0661322103110558
25-9043.00,"Teaching Assistants, Special Education",5.509078908913577,0.4802461973443068,0.007191889952005082,0.0013373626666970027,-0.005854527285308079,2.6640277902287637e-06,-0.005857191313098309,1.0424716251931748e-05,1.8490420436681797e-07,0.0014801526690789767,11.322677509795794,-2.4507713004311887e-05,2.0661322103110558
25-9044.00,"Teaching Assistants, Postsecondary",5.644519848963385,0.4647761726549437,0.0008040618303244556,0.0013769844618690403,0.0005729226315445848,2.7126813235370684e-06,0.0005702099502210477,2.4983864567988684e-05,1.7170231995956385e-07,0.0012403056971210967,11.506539733167353,-1.746717698720086e-05,2.2528088659012475
27-1011.00,Art Directors,0.1820011889384758,0.1837201786498039,0.00012368694608357758,0.0013307700272830653,0.0012070830811994877,2.6714619789135544e-06,0.0012044116192205742,0.00022501611403839442,1.2649464087914758e-07,-0.003410804073949663,9.747438199453073,-8.090473479477092e-05,3.2507620137305224
27-1013.00,"Fine Artists, Including Painters, Sculptors, and Illustrators",5.209059347509852,0.0983128177304097,8.533690287371377e-05,0.0011654842880256405,0.0010801473851519267,2.859129883882967e-06,0.0010772882552680437,0.0006471574448452615,2.1552539572628588e-07,-0.00594077632965676,7.661158565865023,0.00044662099515887436,2.674838066896096
27-1014.00,Special Effects Artists and Animators,2.3144113308496013,0.0247988849058478,0.0001967776166717886,0.0010291056329493333,0.0008323280162775448,2.5791111905727575e-06,0.000829748905086972,0.0004756138908035046,1.5797569509343725e-07,-0.005360012585901878,7.013634017930763,9.35153634733972e-05,2.8803214220426634
27-1021.00,Commercial and Industrial Designers,1.50463158320825,0.3300994731668532,0.00024718053060475247,0.0014710899785545294,0.001223909447949777,6.144386020196305e-07,0.0012232950093477573,0.0025191695751899993,1.4366402401357547e-07,-0.04608297907737642,13.872965698033031,0.000687981074291629,3.0978374964911444
27-1022.00,Fashion Designers,1.39939816948501,0.0449945935876663,6.18756999688559e-05,0.0012610596406396975,0.0011991839406708415,2.2032751183372837e-06,0.0011969806655525042,0.0013751440004749536,1.4763403398483406e-07,-0.017990273571038405,9.279254911354437,0.0010403737744265353,3.08922261664133
27-1023.00,Floral Designers,4.6157218764613575,0.3719687063950669,0.0003829203474114301,0.0011213069505922914,0.0007383866031808613,2.8297744206692843e-06,0.000735556828760192,9.189066419496594e-05,1.8713630094519204e-07,0.00048168794666503495,7.754833721963667,-6.151659959367776e-06,2.1587147225743437
27-1024.00,Graphic Designers,0.4251804767048106,0.034631154637203,0.0007722860802362826,0.001218561912927152,0.0004462758326908694,2.9880287478808044e-06,0.00044328780394298857,0.00035672316461194526,1.774553635831022e-07,-0.006156759758442426,8.659288772945558,-0.0003290830137566513,2.7694588292308535
27-1025.00,Interior Designers,1.0467051642752945,0.1793080896767041,0.0001913634929245137,0.0014582855376496545,0.0012669220447251409,2.5619079491445707e-06,0.0012643601367759963,0.0006377697854502326,1.674597046963811e-07,-0.012601806588603215,11.677248679985166,-7.685313219611833e-05,2.774461966621461
27-1026.00,Merchandise Displayers and Window Trimmers,4.459459760557692,0.2186604311230837,0.00033213071035366086,0.001137484744752636,0.0008053540343989753,2.472590618784673e-06,0.0008028814437801906,0.001527709585902756,2.1492331391407568e-07,-0.01564241107834716,7.322446260496973,0.00029924242783915003,2.2364452904895007
