onet_code,task_id,phi
17-3021.00,10885,0.5
17-3021.00,10881,0.5
17-3021.00,10883,0.5
17-3021.00,10887,1.0
17-3021.00,10882,0.5
17-3021.00,10884,0.0
17-3021.00,10889,0.0
17-3021.00,10890,0.0
17-3021.00,10886,0.0
17-3021.00,21102,0.5
17-3021.00,10891,0.0
17-3022.00,1461,1.0
17-3022.00,1464,0.5
17-3022.00,1462,0.5
17-3022.00,1466,0.5
17-3022.00,1463,0.5
17-3022.00,1465,1.0
17-3022.00,1470,0.5
17-3022.00,1467,0.5
17-3022.00,1471,0.5
17-3022.00,1469,0.5
17-3022.00,20965,0.5
17-3022.00,1473,0.5
17-3022.00,1468,0.5
17-3022.00,1472,0.5
17-3022.00,20966,0.5
17-3023.00,21975,0.0
17-3023.00,21976,0.0
17-3023.00,21977,0.0
17-3023.00,21978,0.5
17-3023.00,21979,0.0
17-3023.00,21980,0.0
17-3023.00,21981,0.5
17-3023.00,21982,0.0
17-3023.00,21983,1.0
17-3023.00,21984,1.0
17-3023.00,21985,0.5
17-3023.00,21986,0.5
17-3023.00,21987,0.0
17-3023.00,21988,0.0
17-3023.00,21989,1.0
17-3023.00,21990,0.0
17-3023.00,21991,1.0
17-3023.00,21992,0.5
17-3023.00,21993,0.5
17-3023.00,21994,0.5
17-3023.00,21995,0.5
17-3023.00,21996,0.5
17-3023.00,21997,0.5
17-3023.00,21998,0.0
17-3023.00,21999,0.5
17-3023.00,22000,1.0
17-3023.00,22001,0.5
17-3023.00,22002,0.0
17-3023.00,22003,0.5
17-3023.00,22004,1.0
17-3024.00,10892,0.0
17-3024.00,22014,1.0
17-3024.00,10893,0.5
17-3024.00,22015,0.0
17-3024.00,10896,0.5
17-3024.00,10894,0.0
17-3024.00,10898,0.0
17-3024.00,22012,0.0
17-3024.00,10895,0.0
17-3024.00,22016,0.5
17-3024.00,22018,1.0
17-3024.00,22011,0.5
17-3024.00,10902,0.5
17-3024.00,20743,1.0
17-3024.00,10900,0.0
17-3024.00,22017,0.0
17-3024.00,19683,0.0
17-3024.00,22009,0.5
17-3024.00,22010,0.5
17-3024.00,10901,0.0
17-3024.00,22005,1.0
17-3024.00,22007,0.5
17-3024.00,22019,0.5
17-3024.00,10899,0.0
17-3024.00,22021,1.0
17-3024.00,22013,0.0
17-3024.00,22020,0.5
17-3024.00,23943,0.5
17-3024.00,22008,0.0
17-3024.01,21059,0.0
17-3024.01,16589,1.0
17-3024.01,16593,1.0
17-3024.01,16579,1.0
17-3024.01,16584,1.0
17-3024.01,16592,0.0
17-3024.01,16588,0.0
17-3024.01,16586,0.0
17-3024.01,19684,0.5
17-3024.01,16591,0.0
17-3024.01,16576,0.0
17-3024.01,16596,0.0
17-3024.01,16581,1.0
17-3024.01,16587,0.5
17-3024.01,16594,0.0
17-3024.01,16577,1.0
17-3024.01,16585,1.0
17-3024.01,16580,0.0
17-3024.01,16590,1.0
17-3024.01,16583,0.5
17-3024.01,21060,0.0
17-3024.01,16582,0.5
17-3024.01,19685,0.0
17-3025.00,3641,1.0
17-3025.00,20513,0.5
17-3025.00,3643,0.5
17-3025.00,3654,0.5
17-3025.00,20514,0.0
17-3025.00,19688,0.0
17-3025.00,19691,0.0
17-3025.00,3655,0.5
17-3025.00,3644,1.0
17-3025.00,3640,0.0
17-3025.00,20033,0.5
17-3025.00,3646,0.5
17-3025.00,3653,0.0
17-3025.00,3649,0.5
17-3025.00,3658,0.5
17-3025.00,3657,0.5
17-3025.00,3648,0.0
17-3025.00,19689,0.5
17-3025.00,19686,0.5
17-3025.00,3656,0.5
17-3025.00,3650,0.5
17-3025.00,19690,0.5
17-3025.00,3652,0.0
17-3025.00,19687,0.5
17-3025.00,3651,0.5
17-3025.00,3647,0.5
17-3026.00,20516,0.0
17-3026.00,3672,0.5
17-3026.00,3660,0.5
17-3026.00,3668,1.0
17-3026.00,20518,0.0
17-3026.00,3663,0.5
17-3026.00,19692,0.5
17-3026.00,22022,0.5
17-3026.00,22023,0.5
17-3026.00,22024,0.5
17-3026.00,22025,0.0
17-3026.00,22026,0.5
17-3026.00,22027,0.5
17-3026.00,22028,0.5
17-3026.00,22029,0.5
17-3026.00,22030,0.5
17-3026.00,22031,0.5
17-3026.00,22032,0.5
17-3026.00,22033,0.5
17-3026.00,22034,0.5
17-3026.00,22035,0.5
17-3026.00,22036,0.0
17-3026.00,22037,0.5
17-3026.00,22038,0.5
17-3026.00,22039,1.0
17-3026.00,22040,1.0
17-3026.00,22041,0.5
17-3026.00,22042,0.0
17-3026.00,22043,0.5
17-3026.00,22044,0.0
17-3026.01,22045,0.0
17-3026.01,22046,0.0
17-3026.01,22047,0.5
17-3026.01,22048,0.5
17-3026.01,22049,0.0
17-3026.01,22050,0.0
17-3026.01,22051,0.0
17-3026.01,22052,0.5
17-3026.01,22053,0.0
17-3026.01,22054,0.0
17-3026.01,22055,1.0
17-3026.01,22056,0.5
17-3026.01,22057,0.5
17-3026.01,22058,1.0
17-3026.01,22059,0.0
17-3026.01,22060,0.5
17-3026.01,22061,1.0
17-3026.01,22062,0.0
17-3026.01,22063,1.0
17-3026.01,22064,0.0
17-3026.01,22065,1.0
17-3026.01,22066,0.5
17-3026.01,22067,0.0
17-3026.01,22068,0.5
17-3026.01,22069,1.0
17-3027.00,22072,0.0
17-3027.00,22082,0.5
17-3027.00,1485,1.0
17-3027.00,1476,0.5
17-3027.00,22086,0.5
17-3027.00,22087,0.0
17-3027.00,1475,0.5
17-3027.00,1482,0.5
17-3027.00,1486,1.0
17-3027.00,22085,0.5
17-3027.00,1487,0.5
17-3027.00,22077,0.5
17-3027.00,1477,0.5
17-3027.00,22078,0.5
17-3027.00,22075,0.5
17-3027.00,1480,0.0
17-3027.00,22073,0.5
17-3027.00,22084,0.5
17-3027.00,22083,1.0
17-3027.00,1489,0.0
17-3027.00,1483,0.5
17-3027.00,22070,0.5
17-3027.00,1474,1.0
17-3027.00,1488,0.5
17-3027.00,22074,0.0
17-3027.00,22076,0.5
17-3027.00,22071,0.5
17-3027.00,22079,0.0
17-3027.00,22080,1.0
17-3027.00,23944,0.0
17-3027.01,16606,0.5
17-3027.01,16599,0.0
17-3027.01,16602,0.5
17-3027.01,16605,0.0
17-3027.01,16601,1.0
17-3027.01,16608,0.5
17-3027.01,16604,0.0
17-3027.01,16611,0.0
17-3027.01,16603,0.0
17-3027.01,19696,0.5
17-3027.01,19697,0.0
17-3027.01,16607,0.0
17-3027.01,16598,0.5
17-3027.01,16610,0.5
17-3027.01,16600,0.5
17-3027.01,19699,0.0
17-3027.01,19698,0.5
17-3027.01,16597,0.0
17-3028.00,22088,0.5
17-3028.00,22089,0.5
17-3028.00,22090,0.0
17-3028.00,22091,0.0
17-3028.00,22092,1.0
17-3028.00,22093,0.0
17-3028.00,22094,0.5
17-3028.00,22095,0.0
17-3028.00,22096,0.0
17-3028.00,22097,0.5
17-3028.00,22098,1.0
17-3028.00,22099,0.5
17-3028.00,22100,0.0
17-3028.00,22101,0.5
17-3028.00,22102,1.0
17-3029.01,16620,0.5
17-3029.01,16626,0.5
17-3029.01,16627,0.0
17-3029.01,16623,0.0
17-3029.01,16622,0.0
17-3029.01,16625,0.5
17-3029.01,16616,0.5
17-3029.01,16612,0.0
17-3029.01,16613,0.5
17-3029.01,16618,0.5
17-3029.01,16617,0.5
17-3029.01,16624,0.0
17-3029.01,16619,0.5
17-3029.01,16621,0.5
17-3029.01,16615,0.0
17-3029.01,16614,0.0
17-3029.08,16710,0.0
17-3029.08,20384,1.0
17-3029.08,16732,0.0
17-3029.08,16726,0.0
17-3029.08,20385,1.0
17-3029.08,16716,0.5
17-3029.08,16721,0.5
17-3029.08,16718,0.0
17-3029.08,16715,0.5
17-3029.08,16731,0.0
17-3029.08,16725,0.0
17-3029.08,16714,0.0
17-3029.08,16722,0.0
17-3029.08,20386,0.5
17-3029.08,16709,0.5
17-3029.08,16727,0.0
17-3029.08,19736,0.0
17-3029.08,16724,0.0
17-3029.08,16719,0.0
17-3029.08,16723,0.0
17-3029.08,20387,0.0
17-3029.08,16730,0.0
17-3029.08,19731,0.0
17-3029.08,16720,0.5
17-3029.08,16728,0.0
17-3029.08,16729,0.0
17-3029.08,19733,1.0
17-3029.08,19732,0.0
17-3029.08,19734,0.5
17-3029.08,19735,0.0
17-3031.00,22103,0.0
17-3031.00,22104,0.5
17-3031.00,22105,0.5
17-3031.00,22106,0.5
17-3031.00,22107,0.5
17-3031.00,22108,0.5
17-3031.00,22109,0.5
17-3031.00,22110,0.5
17-3031.00,22111,0.5
17-3031.00,22112,0.5
17-3031.00,22113,0.5
17-3031.00,22114,0.5
17-3031.00,22115,1.0
17-3031.00,22116,0.5
17-3031.00,22117,0.5
17-3031.00,22118,0.5
17-3031.00,22119,0.5
17-3031.00,22120,0.5
17-3031.00,22121,1.0
17-3031.00,22122,0.0
17-3031.00,22123,0.5
17-3031.00,22124,0.5
17-3031.00,22125,0.5
17-3031.00,22126,1.0
17-3031.00,22127,0.5
17-3031.00,22128,0.5
17-3031.00,22129,0.5
17-3031.00,22130,0.5
17-3031.00,22131,0.0
17-3031.00,22132,0.5
19-1011.00,5415,0.5
19-1011.00,20865,1.0
19-1011.00,5417,0.5
19-1011.00,5414,0.5
19-1011.00,5413,0.5
19-1011.00,5416,0.5
19-1011.00,5418,0.5
19-1011.00,5419,0.5
19-1011.00,5420,0.0
19-1012.00,7494,0.0
19-1012.00,7486,0.5
19-1012.00,7491,0.5
19-1012.00,7485,0.5
19-1012.00,18612,0.5
19-1012.00,7488,0.5
19-1012.00,7487,0.5
19-1012.00,7490,0.0
19-1012.00,7495,0.5
19-1012.00,7489,0.0
19-1012.00,7492,0.5
19-1012.00,18611,0.5
19-1012.00,7493,0.0
19-1013.00,9021,0.5
19-1013.00,9024,0.5
19-1013.00,9022,0.5
19-1013.00,9025,0.5
19-1013.00,9026,0.5
19-1013.00,9023,0.5
19-1013.00,23903,0.5
19-1013.00,9030,0.5
19-1013.00,9035,0.5
19-1013.00,9034,0.5
19-1013.00,9027,0.5
19-1013.00,9028,0.5
19-1013.00,9036,0.5
19-1013.00,19751,0.5
19-1013.00,19754,0.5
19-1013.00,9037,0.5
19-1013.00,9033,0.5
19-1013.00,9038,0.5
19-1013.00,9029,0.5
19-1013.00,9031,0.5
19-1013.00,20198,0.5
19-1013.00,19753,0.5
19-1013.00,9041,0.0
19-1013.00,9040,0.5
19-1013.00,9039,0.5
19-1013.00,20199,0.5
19-1013.00,19750,0.5
19-1021.00,12932,1.0
19-1021.00,12948,0.5
19-1021.00,12944,0.5
19-1021.00,12931,0.5
19-1021.00,12930,0.5
19-1021.00,21168,1.0
19-1021.00,12947,0.0
19-1021.00,12938,0.5
19-1021.00,12951,0.0
19-1021.00,12929,1.0
19-1021.00,12936,0.5
19-1021.00,12937,0.5
19-1021.00,12935,0.5
19-1021.00,12940,0.5
19-1021.00,12949,0.0
19-1021.00,12933,0.5
19-1021.00,12934,0.5
19-1021.00,12946,0.0
19-1021.00,12950,0.5
19-1021.00,12941,0.5
19-1021.00,12939,0.0
19-1021.00,12942,0.5
19-1021.00,12943,0.5
19-1021.00,12945,0.0
19-1022.00,15212,0.0
19-1022.00,3680,0.5
19-1022.00,3675,0.5
19-1022.00,3676,0.5
19-1022.00,3678,0.5
19-1022.00,3681,1.0
19-1022.00,3679,0.5
19-1022.00,15213,0.5
19-1022.00,3683,0.0
19-1022.00,3677,0.0
19-1022.00,3682,0.5
19-1022.00,3685,0.5
19-1022.00,15214,0.5
19-1022.00,3684,0.0
19-1023.00,1495,0.5
19-1023.00,1493,0.5
19-1023.00,1496,1.0
19-1023.00,18616,0.5
19-1023.00,1492,0.5
19-1023.00,18615,0.5
19-1023.00,1497,0.5
19-1023.00,1499,0.0
19-1023.00,1494,0.5
19-1023.00,1501,0.5
19-1023.00,1502,0.0
19-1023.00,1503,0.0
19-1023.00,1504,0.0
19-1023.00,1498,0.5
19-1029.01,16786,1.0
19-1029.01,16792,0.5
19-1029.01,16790,1.0
19-1029.01,16794,0.5
19-1029.01,16795,0.5
19-1029.01,16777,0.5
19-1029.01,16787,1.0
19-1029.01,16791,0.5
19-1029.01,16789,1.0
19-1029.01,16793,0.5
19-1029.01,16785,0.5
19-1029.01,16781,0.5
19-1029.01,16788,1.0
19-1029.01,16784,1.0
19-1029.01,16778,0.5
19-1029.01,16776,0.5
19-1029.01,16783,1.0
19-1029.01,16779,1.0
19-1029.01,16780,1.0
19-1029.01,16782,0.5
19-1029.02,16807,1.0
19-1029.02,16813,0.5
19-1029.02,23904,1.0
19-1029.02,16805,0.0
19-1029.02,16815,0.5
19-1029.02,23905,1.0
19-1029.02,16808,0.5
19-1029.02,16810,0.5
19-1029.02,16814,0.5
19-1029.02,16809,0.5
19-1029.02,16804,0.5
19-1029.02,16802,0.0
19-1029.02,16806,0.0
19-1029.02,16816,0.5
19-1029.02,16799,0.5
19-1029.02,16811,0.5
19-1029.02,16800,0.5
19-1029.02,16796,0.5
19-1029.02,16798,0.0
19-1029.02,16797,0.5
19-1029.02,16801,0.5
19-1029.02,16812,1.0
19-1029.03,16828,0.5
19-1029.03,16839,0.5
19-1029.03,16831,0.5
19-1029.03,16832,1.0
19-1029.03,16817,1.0
19-1029.03,16830,0.5
19-1029.03,16829,0.5
19-1029.03,16827,0.5
19-1029.03,16834,0.5
19-1029.03,16840,0.5
19-1029.03,16833,0.0
19-1029.03,16826,0.5
19-1029.03,16822,0.5
19-1029.03,16837,1.0
19-1029.03,16821,0.0
19-1029.03,16818,0.0
19-1029.03,16835,0.5
19-1029.03,16825,1.0
19-1029.03,16836,0.0
19-1029.03,16823,0.5
19-1029.03,16838,0.5
19-1029.03,16824,1.0
19-1029.03,16820,0.5
19-1029.03,16819,0.5
19-1029.04,18613,0.5
19-1029.04,173,0.0
19-1029.04,175,0.5
19-1029.04,174,1.0
19-1029.04,186,0.0
19-1029.04,178,0.5
19-1029.04,177,1.0
19-1029.04,189,1.0
19-1029.04,180,0.0
19-1029.04,187,0.5
19-1029.04,18614,0.5
19-1029.04,192,0.0
19-1029.04,181,0.5
19-1029.04,176,0.5
19-1029.04,21035,1.0
19-1029.04,182,0.5
19-1029.04,188,0.5
19-1029.04,184,0.5
19-1029.04,191,0.5
19-1029.04,185,0.5
19-1029.04,193,0.5
19-1029.04,194,0.5
19-1031.00,22138,0.5
19-1031.00,22153,0.5
19-1031.00,22135,0.5
19-1031.00,22134,0.5
19-1031.00,22133,0.0
19-1031.00,22140,0.5
19-1031.00,22139,0.5
19-1031.00,22141,0.5
19-1031.00,22145,0.5
19-1031.00,22137,0.0
19-1031.00,22143,0.0
19-1031.00,22136,0.5
19-1031.00,22146,0.5
19-1031.00,22158,0.5
19-1031.00,22147,0.5
19-1031.00,22151,0.5
19-1031.00,22148,0.5
19-1031.00,22144,0.5
19-1031.00,22159,0.5
19-1031.00,22156,0.5
19-1031.00,22150,0.5
19-1031.00,22162,0.5
19-1031.00,22152,0.0
19-1031.00,22154,0.5
19-1031.00,22149,0.5
19-1031.00,22160,0.5
19-1031.00,22161,0.5
19-1031.00,22157,0.5
19-1031.00,22142,0.5
19-1031.00,22155,0.5
19-1031.02,21169,0.5
19-1031.02,7500,0.0
19-1031.02,21170,0.5
19-1031.02,7497,0.5
19-1031.02,7498,0.0
19-1031.02,7506,0.5
19-1031.02,7502,0.5
19-1031.02,7503,0.0
19-1031.02,7499,0.5
19-1031.02,7501,0.5
19-1031.02,7504,0.5
19-1031.02,7505,0.5
19-1031.02,7507,0.5
19-1031.02,7508,0.5
19-1031.02,7510,0.0
19-1031.02,7509,0.0
19-1031.02,7511,0.5
19-1031.03,3687,0.0
19-1031.03,3688,0.5
19-1031.03,20866,0.5
19-1031.03,3686,1.0
19-1031.03,20867,0.5
19-1031.03,3696,0.5
19-1031.03,3689,0.0
19-1031.03,3690,1.0
19-1031.03,3691,0.5
19-1031.03,3701,0.5
19-1031.03,3695,0.5
19-1031.03,3694,1.0
19-1031.03,3698,0.5
19-1031.03,3699,0.5
19-1031.03,3697,0.5
19-1031.03,3692,0.5
19-1031.03,3700,0.5
19-1031.03,3693,0.0
19-1032.00,195,0.5
19-1032.00,199,0.5
19-1032.00,196,0.5
19-1032.00,202,0.5
19-1032.00,197,0.0
19-1032.00,207,0.5
19-1032.00,206,0.5
19-1032.00,201,0.0
19-1032.00,198,0.0
19-1032.00,210,0.0
19-1032.00,200,0.5
19-1032.00,212,0.5
19-1032.00,215,0.5
19-1032.00,208,0.5
19-1032.00,204,0.5
19-1032.00,205,0.5
19-1032.00,211,0.0
19-1032.00,216,0.5
19-1032.00,203,0.5
19-1032.00,213,0.5
19-1032.00,219,0.5
19-1032.00,217,0.5
19-1032.00,214,0.5
19-1032.00,209,0.0
19-1032.00,218,0.5
19-1041.00,5421,0.5
19-1041.00,5423,0.5
19-1041.00,5425,0.5
19-1041.00,15215,0.5
19-1041.00,5422,0.5
19-1041.00,15216,0.5
19-1041.00,5424,0.5
19-1041.00,15217,0.5
19-1041.00,5426,0.5
19-1041.00,5429,0.5
19-1041.00,5428,0.0
19-1041.00,5431,0.5
19-1041.00,5430,0.5
19-1041.00,5427,0.5
19-1041.00,5432,0.0
19-1042.00,7514,0.0
19-1042.00,7515,0.5
19-1042.00,7513,0.5
19-1042.00,7517,0.5
19-1042.00,20200,0.5
19-1042.00,7516,0.5
19-1042.00,20201,1.0
19-1042.00,23906,1.0
19-1042.00,7518,0.5
19-1042.00,7521,0.5
19-1042.00,7519,0.5
19-1042.00,7523,0.0
19-1042.00,7520,0.5
19-1042.00,7522,0.5
19-2011.00,21171,0.0
19-2011.00,7526,0.5
19-2011.00,7530,0.5
19-2011.00,7525,0.5
19-2011.00,7524,0.5
19-2011.00,21172,0.5
19-2011.00,7529,0.5
19-2011.00,7532,0.5
19-2011.00,7527,0.0
19-2011.00,7531,0.5
19-2011.00,20049,1.0
19-2011.00,7528,0.5
19-2011.00,7534,0.5
19-2011.00,20050,0.0
19-2011.00,7533,0.5
19-2011.00,21173,0.5
19-2011.00,7535,0.5
19-2012.00,10903,1.0
19-2012.00,10905,0.5
19-2012.00,10904,1.0
19-2012.00,10907,1.0
19-2012.00,21174,1.0
19-2012.00,10912,0.5
19-2012.00,10906,1.0
19-2012.00,10916,0.5
19-2012.00,10910,0.0
19-2012.00,10911,1.0
19-2012.00,10908,0.5
19-2012.00,10915,0.5
19-2012.00,10914,0.5
19-2012.00,10913,1.0
19-2012.00,10917,0.5
19-2021.00,9068,0.5
19-2021.00,9069,0.5
19-2021.00,20208,1.0
19-2021.00,20206,0.5
19-2021.00,20209,0.5
19-2021.00,19759,0.5
19-2021.00,9070,0.5
19-2021.00,20205,0.5
19-2021.00,19755,0.5
19-2021.00,9079,0.5
19-2021.00,20210,0.5
19-2021.00,20203,0.5
19-2021.00,20211,1.0
19-2021.00,21103,1.0
19-2021.00,21104,1.0
19-2021.00,21105,0.5
19-2021.00,20207,0.5
19-2021.00,20202,0.5
19-2021.00,9083,0.5
19-2021.00,9074,0.0
19-2021.00,9076,0.5
19-2021.00,20212,0.5
19-2021.00,9078,0.0
19-2021.00,19756,0.5
19-2021.00,20204,0.5
19-2021.00,19757,0.5
19-2021.00,19758,0.5
19-2031.00,1505,0.5
19-2031.00,18475,0.0
19-2031.00,18474,0.0
19-2031.00,1513,0.0
19-2031.00,1510,0.0
19-2031.00,20388,0.5
19-2031.00,1507,0.5
19-2031.00,1511,1.0
19-2031.00,1508,0.5
19-2031.00,1506,0.5
19-2031.00,1509,0.5
19-2031.00,20389,0.5
19-2031.00,1512,0.5
19-2032.00,9087,0.5
19-2032.00,9090,0.5
19-2032.00,9085,0.5
19-2032.00,9089,0.5
19-2032.00,20214,1.0
19-2032.00,20213,0.5
19-2032.00,9091,0.5
19-2032.00,9097,0.5
19-2032.00,9098,0.0
19-2032.00,21175,1.0
19-2032.00,9086,0.5
19-2032.00,20215,0.5
19-2032.00,9093,0.0
19-2032.00,9092,0.5
19-2032.00,9099,0.0
19-2032.00,9094,0.5
19-2041.00,15220,0.5
19-2041.00,1517,0.5
19-2041.00,15218,0.5
19-2041.00,15219,0.5
19-2041.00,1519,0.5
19-2041.00,1523,0.5
19-2041.00,1514,0.5
19-2041.00,1530,0.5
19-2041.00,1531,0.5
19-2041.00,1520,0.5
19-2041.00,1524,0.5
19-2041.00,1515,0.5
19-2041.00,1533,0.5
19-2041.00,1522,0.5
19-2041.00,15221,0.5
19-2041.00,15222,0.0
19-2041.00,1534,1.0
19-2041.00,1525,0.5
19-2041.00,15223,0.5
19-2041.00,1526,0.5
19-2041.00,1529,0.5
19-2041.00,1528,0.5
19-2041.01,16849,0.5
19-2041.01,16853,0.5
19-2041.01,16850,0.5
19-2041.01,16854,0.5
19-2041.01,16851,0.5
19-2041.01,16843,0.5
19-2041.01,16846,0.5
19-2041.01,16848,0.5
19-2041.01,16842,0.5
19-2041.01,16852,0.5
19-2041.01,16841,1.0
19-2041.01,16847,0.5
19-2041.01,16844,0.5
19-2041.01,16845,0.5
19-2041.02,16856,0.5
19-2041.02,16862,0.5
19-2041.02,16875,0.5
19-2041.02,16876,0.5
19-2041.02,16872,0.5
19-2041.02,16861,0.0
19-2041.02,16865,0.5
19-2041.02,16871,0.5
19-2041.02,16859,0.5
19-2041.02,16864,0.5
19-2041.02,16873,0.5
19-2041.02,16867,0.5
19-2041.02,16866,0.5
19-2041.02,16855,1.0
19-2041.02,23907,1.0
19-2041.02,16863,0.5
19-2041.02,16860,0.5
19-2041.02,16857,0.5
19-2041.02,16869,0.5
19-2041.02,16870,0.5
19-2041.02,16868,0.5
19-2041.02,16858,0.5
19-2041.02,16874,0.5
19-2041.03,19972,0.5
19-2041.03,16888,0.5
19-2041.03,19965,0.5
19-2041.03,19968,0.5
19-2041.03,19974,0.5
19-2041.03,19982,0.5
19-2041.03,19980,0.5
19-2041.03,19978,1.0
19-2041.03,19970,0.5
19-2041.03,16886,0.5
19-2041.03,16894,0.5
19-2041.03,19975,0.5
19-2041.03,19963,0.5
19-2041.03,19983,0.5
19-2041.03,19964,0.5
19-2041.03,16893,0.5
19-2041.03,19971,0.5
19-2041.03,16885,0.5
19-2041.03,16891,1.0
19-2041.03,19969,0.5
19-2041.03,16895,0.5
19-2041.03,16881,0.5
19-2041.03,19966,0.5
19-2041.03,19977,0.5
19-2041.03,19973,0.5
19-2041.03,16884,0.5
19-2041.03,16882,0.5
19-2041.03,19976,0.5
19-2041.03,19979,0.5
19-2041.03,16889,0.5
19-2041.03,16890,0.5
19-2041.03,19981,0.5
19-2041.03,16883,0.5
19-2041.03,16896,0.5
19-2041.03,16892,0.5
19-2041.03,16879,0.5
19-2041.03,19967,0.5
19-2041.03,16880,0.5
19-2042.00,3703,0.0
19-2042.00,15224,0.5
19-2042.00,3704,0.0
19-2042.00,3702,0.5
19-2042.00,20391,0.5
19-2042.00,3705,0.5
19-2042.00,3712,1.0
19-2042.00,3706,0.5
19-2042.00,3711,0.5
19-2042.00,3713,0.0
19-2042.00,20390,0.5
19-2042.00,3709,0.5
19-2042.00,21176,1.0
19-2042.00,3707,0.5
19-2042.00,20392,0.0
19-2042.00,19768,0.5
19-2042.00,15226,0.5
19-2042.00,19771,0.5
19-2042.00,3714,0.0
19-2042.00,19772,0.5
19-2042.00,19763,0.5
19-2042.00,20393,0.5
19-2042.00,19765,0.5
19-2042.00,19767,0.5
19-2042.00,19770,0.5
19-2042.00,19760,0.5
19-2042.00,19762,0.5
19-2042.00,19766,0.5
19-2042.00,19764,0.5
19-2042.00,19769,0.5
19-2042.00,3716,1.0
19-2042.00,19761,0.5
19-2043.00,18618,1.0
19-2043.00,9104,0.5
19-2043.00,9108,0.5
19-2043.00,9116,0.5
19-2043.00,9102,0.5
19-2043.00,9105,0.5
19-2043.00,9107,0.5
19-2043.00,9100,0.5
19-2043.00,9112,0.0
19-2043.00,18617,1.0
19-2043.00,9115,0.5
19-2043.00,9119,0.5
19-2043.00,9106,0.5
19-2043.00,9103,0.5
19-2043.00,9113,0.5
19-2043.00,9111,1.0
19-2043.00,9118,0.5
19-2043.00,9120,0.0
19-2043.00,9110,0.5
19-2043.00,9123,0.5
19-2043.00,9114,0.5
19-2043.00,9121,0.0
19-2043.00,9109,0.5
19-2043.00,9117,0.5
19-2043.00,9122,0.5
19-2099.01,18270,0.5
19-2099.01,18256,0.5
19-2099.01,18261,0.5
19-2099.01,18262,0.5
19-2099.01,18258,0.5
19-2099.01,18267,0.0
19-2099.01,18257,0.5
19-2099.01,18264,0.5
19-2099.01,18259,0.5
19-2099.01,18274,0.0
19-2099.01,18260,0.5
19-2099.01,18266,0.5
19-2099.01,18277,0.5
19-2099.01,18273,0.5
19-2099.01,19773,0.5
19-2099.01,18268,0.5
19-2099.01,18271,0.5
19-2099.01,18269,0.5
19-2099.01,18265,0.5
19-2099.01,18276,0.5
19-2099.01,19774,0.5
19-2099.01,18263,0.5
19-2099.01,18272,0.5
19-2099.01,18275,0.5
19-3011.00,7536,0.5
19-3011.00,20053,0.5
19-3011.00,7538,0.5
19-3011.00,7542,0.5
19-3011.00,7544,0.5
19-3011.00,20052,0.5
19-3011.00,7539,0.5
19-3011.00,21106,0.5
19-3011.00,7537,0.5
19-3011.00,7543,0.5
19-3011.00,7540,0.5
19-3011.00,7541,0.5
19-3011.00,20051,0.5
19-3011.01,16902,1.0
19-3011.01,16915,0.5
19-3011.01,16910,0.5
19-3011.01,19985,0.5
19-3011.01,16897,0.5
19-3011.01,19984,0.5
19-3011.01,16909,0.5
19-3011.01,16901,0.5
19-3011.01,16914,0.5
19-3011.01,16913,1.0
19-3011.01,16903,1.0
19-3011.01,21177,0.5
19-3011.01,19986,0.5
19-3011.01,16906,0.5
19-3011.01,16904,1.0
19-3011.01,16905,0.5
19-3011.01,16898,0.5
19-3011.01,16908,0.5
19-3011.01,16900,0.5
19-3011.01,16899,0.5
19-3022.00,7548,1.0
19-3022.00,7553,0.5
19-3022.00,7554,1.0
19-3022.00,7545,0.5
19-3022.00,7555,0.5
19-3022.00,7546,0.5
19-3022.00,7550,0.5
19-3022.00,7556,0.5
19-3022.00,7549,0.5
19-3022.00,7552,0.5
19-3022.00,7547,0.5
19-3022.00,7557,0.5
19-3022.00,7559,1.0
19-3022.00,21107,1.0
19-3022.00,7551,0.5
19-3022.00,7558,0.5
19-3032.00,7567,0.5
19-3032.00,7566,0.5
19-3032.00,20222,0.5
19-3032.00,20223,0.5
19-3032.00,7574,0.5
19-3032.00,20224,0.5
19-3032.00,7568,0.5
19-3032.00,20225,0.5
19-3032.00,20226,1.0
19-3032.00,20227,0.5
19-3032.00,7560,0.5
19-3032.00,7565,0.5
19-3032.00,20228,0.5
19-3032.00,7571,0.5
19-3032.00,7561,0.5
19-3032.00,7569,0.5
19-3032.00,7562,0.0
19-3032.00,20229,0.0
19-3032.00,7570,0.5
19-3032.00,7563,1.0
19-3032.00,7575,0.5
19-3032.00,20230,0.5
19-3032.00,7573,0.0
19-3032.00,7564,0.5
19-3032.00,7572,0.5
19-3033.00,22166,0.0
19-3033.00,22190,0.0
19-3033.00,22164,0.0
19-3033.00,22170,1.0
19-3033.00,22163,0.5
19-3033.00,22165,1.0
19-3033.00,22176,0.5
19-3033.00,22169,0.0
19-3033.00,22167,0.5
19-3033.00,22168,0.5
19-3033.00,22173,0.5
19-3033.00,22171,0.5
19-3033.00,22172,0.5
19-3033.00,22185,0.0
19-3033.00,22175,0.0
19-3033.00,22179,0.5
19-3033.00,22180,0.5
19-3033.00,22178,0.5
19-3033.00,22192,0.0
19-3033.00,22186,0.5
19-3033.00,22182,0.0
19-3033.00,22177,0.0
19-3033.00,22174,0.5
19-3033.00,22183,0.5
19-3033.00,22191,1.0
19-3033.00,22181,0.0
